Supplier_ID,Year,Financial_Stability_Score,Delivery_Performance_Score,Quality_Compliance_Score,Regulatory_Adherence_Score,Sustainability_Score,Past_Risk_Level,ERP_Transactions,Incidents_Count,MCDM_Score,Risk_Category,Risk_Score_Equal,Risk_Score_Priority,Risk_Class_Equal,Risk_Class_Priority
75,2021,0.7,0.44,0.55,1.0,0.53,0.75,110,9,0.63,Medium,0.593859649122807,0.6249398496240602,Medium Risk,Medium Risk
67,2025,0.63,0.74,0.65,0.73,0.97,0.89,454,18,0.71,High,0.6024471894020766,0.5671654135338345,Medium Risk,Medium Risk
54,2023,0.31,0.45,0.66,0.61,0.31,0.92,482,3,0.46,Medium,0.802998567848192,0.8412609022556392,High Risk,High Risk
32,2023,0.3,0.96,0.71,0.76,0.57,0.07,78,18,0.64,Medium,0.5540458288578589,0.5767082706766917,Medium Risk,Medium Risk
43,2022,0.8,0.63,0.61,0.84,0.95,0.93,232,4,0.74,High,0.47061940565699967,0.46195263157894734,Medium Risk,Medium Risk
63,2023,0.63,0.67,0.75,0.94,0.62,0.94,63,10,0.71,High,0.5339634801288937,0.5415601503759397,Medium Risk,Medium Risk
32,2023,0.88,0.62,0.93,0.64,0.95,0.63,392,8,0.8,High,0.4238918725384891,0.38244812030075187,Medium Risk,Medium Risk
59,2021,0.75,0.57,0.58,0.85,0.72,0.18,455,17,0.68,Medium,0.5376494808449698,0.5376022556390978,Medium Risk,Medium Risk
47,2021,0.89,0.5,0.51,0.91,0.73,0.7,317,7,0.7,Medium,0.5213730755460079,0.5120992481203007,Medium Risk,Medium Risk
20,2023,0.75,0.97,0.94,0.83,0.88,0.64,487,10,0.87,High,0.3271267454350162,0.2920172932330828,Low Risk,Low Risk
72,2024,0.55,0.43,0.52,0.77,0.36,0.61,165,15,0.53,Medium,0.777373791621912,0.7843902255639099,High Risk,High Risk
46,2023,0.45,0.92,0.94,0.68,0.82,0.29,122,2,0.74,High,0.35592194772645896,0.38755488721804515,Medium Risk,Medium Risk
51,2024,0.45,0.81,0.8,0.85,0.96,0.78,415,19,0.72,High,0.5306462585034014,0.5449285714285714,Medium Risk,Medium Risk
53,2024,0.87,0.91,0.97,0.63,0.57,0.07,413,1,0.83,High,0.2939473684210526,0.24327744360902256,Low Risk,Low Risk
20,2022,0.49,0.46,0.58,0.66,0.98,0.76,345,7,0.57,Medium,0.6393662728249193,0.6788992481203008,Medium Risk,High Risk
40,2024,0.49,0.88,0.66,0.72,0.46,0.13,88,16,0.65,Medium,0.5788721804511278,0.5651819548872181,Medium Risk,Medium Risk
36,2025,0.51,0.99,0.59,0.96,0.84,0.08,393,1,0.75,High,0.28540995345506626,0.345506015037594,Low Risk,Medium Risk
31,2023,0.69,0.88,0.57,0.83,0.65,0.14,404,11,0.73,High,0.4495435016111709,0.4342661654135339,Medium Risk,Medium Risk
60,2021,0.61,0.99,0.7,0.89,0.5,0.36,327,12,0.75,High,0.4506677407805227,0.431657894736842,Medium Risk,Medium Risk
89,2022,0.77,0.87,0.93,0.73,0.68,0.84,386,8,0.81,High,0.43977622627998564,0.38280526315789476,Medium Risk,Medium Risk
40,2024,0.31,0.71,0.74,0.86,0.69,0.69,493,6,0.62,Medium,0.5410991765127104,0.6125360902255639,Medium Risk,Medium Risk
99,2022,0.39,0.82,0.71,0.81,0.93,0.89,278,5,0.68,Medium,0.4970837808807733,0.5380015037593985,Medium Risk,Medium Risk
83,2025,0.71,0.69,0.82,0.69,0.69,0.37,209,5,0.72,High,0.4488524883637666,0.44118721804511285,Medium Risk,Medium Risk
63,2024,0.42,0.91,0.75,0.76,0.93,0.6,471,7,0.71,High,0.4495703544575724,0.4760563909774436,Medium Risk,Medium Risk
72,2021,0.85,0.55,0.97,0.96,0.54,0.73,398,4,0.78,High,0.3888506981740064,0.39749548872180457,Medium Risk,Medium Risk
62,2024,0.77,0.53,0.61,0.95,0.47,0.26,62,12,0.68,Medium,0.5236609380594343,0.5370578947368421,Medium Risk,Medium Risk
42,2022,0.34,0.63,0.62,0.71,0.69,0.2,457,7,0.56,Medium,0.5794002864303617,0.6464278195488722,Medium Risk,Medium Risk
91,2025,0.96,0.77,0.96,0.91,0.71,0.01,205,15,0.88,High,0.27989079842463305,0.24984736842105265,Low Risk,Low Risk
2,2022,0.66,0.82,0.97,0.75,0.8,0.48,220,15,0.79,High,0.4322717508055854,0.4103187969924812,Medium Risk,Medium Risk
55,2021,0.66,0.77,0.96,0.8,0.65,0.05,229,0,0.77,High,0.28557823129251697,0.32204285714285713,Low Risk,Low Risk
57,2024,0.95,1.0,0.9,0.9,0.45,0.34,189,0,0.9,High,0.23530612244897958,0.1857142857142857,Low Risk,Low Risk
78,2021,0.73,0.57,0.59,0.75,0.86,0.39,188,6,0.68,Medium,0.4933100608664519,0.5038218045112782,Medium Risk,Medium Risk
43,2021,0.45,0.73,0.93,0.93,0.95,0.37,151,4,0.74,High,0.31466702470461855,0.4047526315789473,Low Risk,Medium Risk
64,2023,0.67,0.87,0.62,0.74,0.32,0.96,112,7,0.69,Medium,0.6282778374507697,0.563284962406015,Medium Risk,Medium Risk
83,2024,0.72,0.79,0.6,0.72,0.73,0.6,293,3,0.71,High,0.4848012889366273,0.4597180451127819,Medium Risk,Medium Risk
86,2022,0.94,0.6,0.73,0.87,0.68,0.35,237,13,0.78,High,0.44410490511994277,0.4130496240601504,Medium Risk,Medium Risk
83,2022,0.49,0.49,0.66,0.94,0.36,0.99,146,11,0.58,Medium,0.6988292158968853,0.7330804511278195,High Risk,High Risk
72,2022,0.95,0.44,0.55,0.67,0.72,0.15,191,12,0.68,Medium,0.5587629788757608,0.5204436090225565,Medium Risk,Medium Risk
25,2022,0.43,0.4,0.53,0.96,0.75,0.27,260,2,0.55,Medium,0.5123845327604727,0.6368691729323308,Medium Risk,Medium Risk
24,2025,0.38,0.96,0.89,0.78,0.91,0.25,224,1,0.74,High,0.3076548514142499,0.37014887218045117,Low Risk,Medium Risk
87,2022,0.93,0.95,0.66,0.88,0.49,0.19,207,2,0.83,High,0.3124525599713569,0.2665691729323308,Low Risk,Low Risk
21,2021,0.9,0.89,0.59,0.79,0.38,0.68,299,13,0.77,High,0.5601593268886502,0.45952105263157894,Medium Risk,Medium Risk
52,2021,0.42,0.47,0.77,0.96,0.54,0.73,140,17,0.6,Medium,0.6505406373075546,0.7117736842105262,Medium Risk,High Risk
21,2024,0.91,0.71,0.85,0.76,0.69,0.94,249,10,0.8,High,0.4887253848907984,0.4185601503759399,Medium Risk,Medium Risk
61,2025,0.37,0.45,0.68,0.64,0.71,0.23,108,15,0.53,Medium,0.6843465807375583,0.7382187969924812,High Risk,High Risk
2,2021,0.79,0.77,0.93,0.69,0.91,0.79,496,8,0.81,High,0.4197081990691013,0.3769481203007519,Medium Risk,Medium Risk
95,2022,0.6,0.61,0.53,0.62,0.78,0.46,89,4,0.61,Medium,0.5851772287862512,0.5906097744360902,Medium Risk,Medium Risk
1,2021,0.4,0.81,0.95,0.9,0.35,0.9,257,7,0.68,Medium,0.5315431435732187,0.5599135338345864,Medium Risk,Medium Risk
62,2021,0.53,0.53,0.54,0.79,0.64,0.84,415,13,0.58,Medium,0.7054654493376297,0.7163781954887217,High Risk,High Risk
72,2025,0.7,0.86,0.89,0.71,0.44,0.02,246,16,0.75,High,0.46700143215180817,0.4255248120300752,Medium Risk,Medium Risk
23,2021,0.72,0.96,0.66,0.7,0.76,0.62,437,16,0.77,High,0.5288041532402434,0.4543248120300752,Medium Risk,Medium Risk
14,2025,0.46,0.54,0.76,0.91,0.33,0.69,468,18,0.59,Medium,0.6910866451843896,0.7187082706766916,High Risk,High Risk
20,2024,0.78,0.96,0.52,0.73,0.61,0.9,99,0,0.75,High,0.496156462585034,0.4289428571428572,Medium Risk,Medium Risk
99,2024,0.59,0.81,0.83,0.63,0.58,0.18,236,15,0.7,Medium,0.5338363766559256,0.5057902255639098,Medium Risk,Medium Risk
92,2024,0.59,0.5,0.94,0.82,0.46,0.5,220,8,0.66,Medium,0.5259326888650196,0.5617052631578948,Medium Risk,Medium Risk
45,2022,0.92,0.96,0.96,0.85,0.74,0.4,279,17,0.91,High,0.3288739706408879,0.25558796992481203,Low Risk,Low Risk
69,2025,0.6,0.84,0.91,0.66,0.88,0.54,171,13,0.76,High,0.4662477622627999,0.44296390977443606,Medium Risk,Medium Risk
4,2025,0.94,0.55,0.92,0.79,0.66,0.31,261,5,0.79,High,0.36851235230934476,0.3541872180451128,Medium Risk,Medium Risk
63,2023,0.88,0.83,0.85,0.73,0.46,0.21,465,5,0.8,High,0.3820497672753312,0.3309586466165414,Medium Risk,Medium Risk
35,2021,0.58,0.87,0.63,1.0,0.32,0.6,136,13,0.7,Medium,0.5446151092015754,0.5389781954887218,Medium Risk,Medium Risk
97,2022,0.38,0.96,0.59,0.85,0.46,0.31,305,1,0.65,Medium,0.46877730039384174,0.5108631578947369,Medium Risk,Medium Risk
25,2022,0.93,0.45,0.7,0.64,0.31,0.66,165,15,0.66,Medium,0.7074078052273541,0.6228759398496241,High Risk,Medium Risk
98,2022,0.46,0.41,0.92,0.99,0.39,0.23,113,1,0.61,Medium,0.4419745793054064,0.561706015037594,Medium Risk,Medium Risk
76,2021,0.59,0.43,0.52,0.83,0.58,0.03,395,15,0.57,Medium,0.6200268528464017,0.6643902255639099,Medium Risk,High Risk
6,2021,0.85,0.58,0.52,0.84,0.58,0.97,179,14,0.69,Medium,0.6544468313641245,0.5983413533834586,Medium Risk,Medium Risk
72,2024,0.6,0.9,0.9,0.69,0.46,0.82,374,15,0.73,High,0.5848567848191909,0.5230902255639098,Medium Risk,Medium Risk
36,2024,0.34,0.78,0.64,0.71,0.53,0.66,229,4,0.58,Medium,0.613782670963122,0.6440812030075188,Medium Risk,Medium Risk
29,2023,0.64,0.82,0.78,0.69,0.45,0.3,360,19,0.7,Medium,0.5878571428571429,0.5374857142857142,Medium Risk,Medium Risk
29,2024,0.81,0.61,0.7,0.65,0.42,0.83,79,12,0.68,Medium,0.6695112781954887,0.5950864661654135,High Risk,Medium Risk
19,2022,0.44,0.78,0.63,0.95,0.93,0.3,280,18,0.69,Medium,0.482719298245614,0.5349368421052632,Medium Risk,Medium Risk
19,2024,0.77,0.9,0.84,0.93,0.58,0.16,175,10,0.82,High,0.32522198353025417,0.3139458646616542,Low Risk,Low Risk
37,2022,0.32,0.99,0.52,0.78,0.65,0.12,208,2,0.63,Medium,0.4604797708557107,0.512112030075188,Medium Risk,Medium Risk
57,2025,0.91,0.57,0.73,0.85,0.59,0.43,365,16,0.75,High,0.5168653777300395,0.47705338345864656,Medium Risk,Medium Risk
96,2025,0.6,0.57,0.56,0.64,0.72,0.52,445,16,0.6,Medium,0.6900286430361618,0.6713962406015039,High Risk,High Risk
97,2023,0.99,0.58,0.61,0.91,0.48,0.87,157,18,0.75,High,0.611358754027927,0.5337082706766918,Medium Risk,Medium Risk
26,2023,0.99,0.8,0.92,0.73,0.77,0.59,499,16,0.87,High,0.4204708199069101,0.3280105263157894,Medium Risk,Low Risk
16,2022,0.7,0.66,0.64,0.91,0.46,0.69,345,0,0.69,Medium,0.48595238095238097,0.5001714285714286,Medium Risk,Medium Risk
77,2021,0.76,0.55,0.83,0.68,0.39,0.7,332,8,0.67,Medium,0.6036197636949517,0.5662338345864661,Medium Risk,Medium Risk
80,2022,0.43,0.76,0.71,0.65,0.32,0.62,275,15,0.59,Medium,0.7214554242749732,0.6970616541353383,High Risk,High Risk
20,2024,0.84,0.8,0.86,0.8,0.74,0.81,243,14,0.82,High,0.46573934837092734,0.4036556390977444,Medium Risk,Medium Risk
12,2025,0.7,0.74,0.75,0.63,0.36,0.6,447,1,0.68,Medium,0.550546007876835,0.5115488721804512,Medium Risk,Medium Risk
58,2024,0.41,0.91,1.0,0.89,0.85,0.99,489,0,0.77,High,0.3531632653061224,0.4036428571428571,Medium Risk,Medium Risk
45,2024,0.73,0.75,0.63,0.9,0.36,0.92,198,7,0.7,Medium,0.5707268170426065,0.5372563909774437,Medium Risk,Medium Risk
78,2024,0.53,0.8,0.78,0.74,0.39,0.09,218,14,0.66,Medium,0.5418617973505191,0.5390270676691729,Medium Risk,Medium Risk
44,2022,0.52,0.94,0.82,0.72,0.51,0.89,294,2,0.71,High,0.5058539205155748,0.4854691729323309,Medium Risk,Medium Risk
17,2024,0.48,0.41,0.77,0.94,0.97,0.57,250,5,0.64,Medium,0.4588865019692087,0.5669015037593986,Medium Risk,Medium Risk
25,2022,0.72,0.63,0.62,0.64,0.52,0.1,124,6,0.65,Medium,0.5397386322950234,0.5253075187969926,Medium Risk,Medium Risk
54,2023,0.67,0.92,1.0,0.83,0.87,0.33,160,0,0.84,High,0.2207823129251701,0.24271428571428572,Low Risk,Low Risk
81,2022,0.77,0.81,0.66,0.65,0.74,0.13,413,11,0.74,High,0.46865914786967416,0.42536616541353384,Medium Risk,Medium Risk
84,2025,0.48,0.88,0.71,1.0,0.36,0.78,446,19,0.69,Medium,0.6024489795918367,0.5965428571428572,Medium Risk,Medium Risk
53,2025,0.89,0.52,0.56,0.99,0.38,0.48,348,12,0.7,Medium,0.5513480128893662,0.5354150375939849,Medium Risk,Medium Risk
28,2021,0.36,0.43,0.55,0.83,0.68,0.23,203,9,0.52,Medium,0.6214446831364124,0.7180112781954888,Medium Risk,High Risk
27,2023,0.33,0.7,0.84,0.7,0.52,0.61,114,2,0.6,Medium,0.5611600429645541,0.6119834586466166,Medium Risk,Medium Risk
72,2023,0.39,0.94,0.54,0.96,1.0,0.7,407,13,0.7,Medium,0.48223415682062293,0.5223067669172933,Medium Risk,Medium Risk
12,2023,0.96,0.72,0.87,0.97,0.98,0.83,103,19,0.89,High,0.3881972789115647,0.33937142857142866,Medium Risk,Medium Risk
4,2023,0.95,0.81,0.65,0.75,0.69,0.79,77,10,0.8,High,0.4960383100608664,0.4071315789473684,Medium Risk,Medium Risk
57,2022,0.87,0.68,0.54,0.67,0.34,0.5,257,13,0.67,Medium,0.6558736126029359,0.5698781954887218,Medium Risk,Medium Risk
30,2024,0.58,0.47,0.94,0.77,0.57,0.66,113,19,0.65,Medium,0.6360884353741498,0.6426714285714286,Medium Risk,Medium Risk
38,2021,0.96,0.79,0.98,0.66,0.63,0.6,430,17,0.84,High,0.4743501611170783,0.3697451127819548,Medium Risk,Medium Risk
91,2024,0.51,0.5,0.84,0.62,0.73,0.7,309,0,0.61,Medium,0.555578231292517,0.5940285714285715,Medium Risk,Medium Risk
71,2022,0.91,0.75,0.67,0.92,0.68,0.08,332,13,0.8,High,0.37522735409953445,0.35072105263157893,Medium Risk,Medium Risk
18,2024,0.51,0.49,0.58,0.77,0.72,0.08,353,13,0.58,Medium,0.5898872180451128,0.643121052631579,Medium Risk,Medium Risk
90,2021,0.88,0.45,0.74,0.85,0.88,0.78,230,6,0.74,High,0.46433046902971725,0.4648218045112782,Medium Risk,Medium Risk
1,2022,0.99,0.6,0.7,0.84,0.86,0.47,451,4,0.8,High,0.3659255281059792,0.3439097744360902,Medium Risk,Medium Risk
30,2021,0.93,0.49,0.89,0.85,0.54,0.87,381,0,0.76,High,0.43887755102040815,0.4233857142857143,Medium Risk,Medium Risk
62,2025,0.61,0.79,0.69,0.62,0.72,0.9,285,5,0.68,Medium,0.5771858216970999,0.5408443609022556,Medium Risk,Medium Risk
37,2022,0.61,0.43,0.91,0.93,0.71,0.35,142,1,0.68,Medium,0.38272287862513427,0.4731631578947369,Medium Risk,Medium Risk
44,2022,0.85,0.76,0.71,0.98,0.68,0.61,269,18,0.8,High,0.46554242749731467,0.4272796992481203,Medium Risk,Medium Risk
49,2021,0.31,0.89,0.91,0.92,0.5,0.84,300,6,0.69,Medium,0.48844611528822046,0.5381932330827067,Medium Risk,Medium Risk
15,2025,0.31,0.49,0.87,0.7,0.72,0.39,343,12,0.57,Medium,0.6096133190118154,0.6846007518796994,Medium Risk,High Risk
93,2023,0.92,0.56,0.6,0.79,0.31,0.03,185,15,0.69,Medium,0.5682581453634085,0.5212330827067668,Medium Risk,Medium Risk
77,2023,0.91,0.73,0.98,0.62,0.37,0.04,474,16,0.78,High,0.4786680988184747,0.39762481203007516,Medium Risk,Medium Risk
44,2021,0.53,0.75,0.73,0.78,0.96,0.98,237,13,0.71,High,0.557064088793412,0.5556924812030074,Medium Risk,Medium Risk
78,2021,0.42,0.44,0.85,0.89,0.33,0.93,92,13,0.57,Medium,0.7011797350519153,0.747421052631579,High Risk,High Risk
28,2022,0.77,0.5,0.53,0.73,0.84,0.41,269,0,0.66,Medium,0.4879251700680272,0.5060571428571428,Medium Risk,Medium Risk
68,2021,0.37,0.97,0.8,0.89,0.52,0.39,318,4,0.7,Medium,0.415891514500537,0.4629812030075188,Medium Risk,Medium Risk
25,2024,0.43,0.88,0.84,0.82,0.63,0.92,163,14,0.7,Medium,0.5670998925886145,0.5632842105263158,Medium Risk,Medium Risk
55,2023,0.89,0.59,0.84,0.98,0.81,0.49,242,18,0.81,High,0.41703902613677046,0.4051225563909774,Medium Risk,Medium Risk
43,2023,0.53,0.84,0.71,0.83,0.88,0.8,302,16,0.72,High,0.5366612960973863,0.5297533834586466,Medium Risk,Medium Risk
37,2022,0.92,0.79,0.73,0.87,0.73,0.57,199,15,0.82,High,0.43921052631578955,0.37893308270676695,Medium Risk,Medium Risk
28,2023,0.58,0.48,0.58,0.98,0.92,0.91,458,8,0.65,Medium,0.5431435732187612,0.6028766917293233,Medium Risk,Medium Risk
65,2023,0.77,0.69,0.71,0.74,0.72,0.58,274,6,0.73,High,0.4815753669889009,0.4581932330827068,Medium Risk,Medium Risk
23,2023,0.7,0.53,0.87,0.61,0.55,0.78,389,5,0.66,Medium,0.5904171142141068,0.5670443609022556,Medium Risk,Medium Risk
91,2021,0.82,0.65,0.6,0.81,0.39,0.44,197,4,0.69,Medium,0.5196330110991765,0.49483834586466163,Medium Risk,Medium Risk
92,2021,0.79,0.51,0.66,0.77,0.94,0.24,439,12,0.71,High,0.4755656999641963,0.4834864661654136,Medium Risk,Medium Risk
75,2022,0.96,0.5,0.74,0.64,0.74,0.55,430,12,0.73,High,0.5519262441818833,0.4890436090225564,Medium Risk,Medium Risk
35,2021,0.44,0.41,0.93,0.83,0.92,0.6,452,18,0.64,Medium,0.5728553526673829,0.6420082706766918,Medium Risk,Medium Risk
25,2023,0.48,0.6,0.58,0.67,0.85,0.38,394,12,0.6,Medium,0.6143412101682779,0.6405007518796993,Medium Risk,Medium Risk
6,2025,0.6,0.77,0.54,0.64,0.42,0.52,293,17,0.62,Medium,0.7168671679197994,0.6590022556390978,High Risk,Medium Risk
60,2024,0.55,0.76,0.69,0.95,0.52,0.29,258,15,0.69,Medium,0.507577873254565,0.5315473684210527,Medium Risk,Medium Risk
15,2023,0.69,0.82,0.83,0.92,0.92,0.82,309,9,0.81,High,0.38440386680988187,0.3847112781954887,Medium Risk,Medium Risk
74,2025,0.5,0.93,0.52,0.69,0.93,0.26,148,4,0.68,Medium,0.44806838524883624,0.46220977443609024,Medium Risk,Medium Risk
42,2025,0.45,0.65,0.68,0.96,0.33,0.51,295,6,0.61,Medium,0.5559971356963838,0.6137075187969925,Medium Risk,Medium Risk
40,2025,0.95,0.58,0.89,0.91,0.78,0.97,285,16,0.82,High,0.4775456498388829,0.42866766917293236,Medium Risk,Medium Risk
2,2021,0.81,0.75,0.6,0.8,0.52,0.43,423,19,0.72,High,0.5862585034013605,0.5232142857142857,Medium Risk,Medium Risk
64,2025,0.46,0.64,0.63,0.68,0.85,0.91,373,14,0.61,Medium,0.6817937701396347,0.6827413533834586,High Risk,High Risk
89,2024,0.93,0.91,0.59,0.98,0.56,0.34,193,14,0.83,High,0.4036305048335123,0.3459270676691729,Medium Risk,Medium Risk
51,2022,0.52,0.89,0.94,0.72,0.9,0.86,83,3,0.76,High,0.40711421410669535,0.4127466165413535,Medium Risk,Medium Risk
25,2022,0.96,0.81,0.67,0.8,0.75,0.51,164,1,0.82,High,0.3505119942713928,0.30327744360902253,Medium Risk,Low Risk
28,2023,0.42,0.4,0.72,0.63,0.78,0.24,364,7,0.54,Medium,0.6051825993555316,0.6759278195488723,Medium Risk,High Risk
51,2024,0.5,0.87,0.9,0.99,0.72,0.08,245,2,0.77,High,0.2487450769781597,0.32888345864661656,Low Risk,Low Risk
3,2025,0.34,0.83,0.74,0.94,0.57,0.17,380,9,0.66,Medium,0.4505943430003581,0.5256112781954887,Medium Risk,Medium Risk
33,2022,0.58,0.75,0.65,0.79,0.86,0.98,52,19,0.7,Medium,0.6316666666666667,0.6025,Medium Risk,Medium Risk
47,2023,0.89,0.8,0.85,0.75,0.92,0.73,200,17,0.84,High,0.4506426781238811,0.3764736842105263,Medium Risk,Medium Risk
50,2022,0.33,0.98,0.84,0.85,0.49,0.25,96,12,0.69,Medium,0.47080379520229154,0.5053293233082707,Medium Risk,Medium Risk
98,2025,0.4,0.41,0.77,0.99,0.56,0.36,426,1,0.58,Medium,0.480954171142141,0.6101345864661655,Medium Risk,Medium Risk
82,2025,0.32,0.47,0.71,0.63,0.58,0.47,406,13,0.51,Medium,0.7305674901539564,0.7786067669172932,High Risk,High Risk
89,2025,0.63,0.65,0.91,0.96,0.9,0.67,476,16,0.77,High,0.43526673827425705,0.46353909774436086,Medium Risk,Medium Risk
80,2022,0.33,0.96,0.83,0.9,0.52,0.85,118,19,0.69,Medium,0.5927891156462586,0.597057142857143,Medium Risk,Medium Risk
64,2023,0.34,0.52,0.71,0.69,0.3,0.92,369,1,0.51,Medium,0.7243555316863588,0.7672345864661655,High Risk,High Risk
55,2025,0.38,0.44,0.86,0.97,0.6,0.12,309,17,0.6,Medium,0.537173290368779,0.6418736842105264,Medium Risk,Medium Risk
27,2023,0.82,0.83,0.62,0.9,0.94,0.11,339,17,0.81,High,0.37727533118510564,0.3576308270676692,Medium Risk,Medium Risk
88,2021,0.57,0.88,0.67,0.78,0.77,0.51,128,17,0.72,High,0.536799140708915,0.5142736842105262,Medium Risk,Medium Risk
23,2023,0.32,0.72,0.52,0.92,0.52,0.56,119,0,0.57,Medium,0.5491156462585034,0.6325142857142858,Medium Risk,Medium Risk
68,2021,0.9,0.46,0.85,0.74,0.3,0.4,484,18,0.7,Medium,0.620032223415682,0.5633082706766916,Medium Risk,Medium Risk
70,2024,0.88,0.4,0.65,0.7,0.46,0.07,132,2,0.64,Medium,0.5097314715359827,0.5096691729323308,Medium Risk,Medium Risk
62,2025,0.91,0.94,0.75,0.73,0.37,0.95,161,17,0.8,High,0.5926154672395274,0.4581879699248121,Medium Risk,Medium Risk
17,2021,0.89,0.95,0.86,0.71,0.53,0.02,163,0,0.84,High,0.27670068027210887,0.23018571428571427,Low Risk,Low Risk
52,2025,0.68,0.45,0.98,0.7,0.9,0.17,110,7,0.71,High,0.4064411027568922,0.4506849624060151,Medium Risk,Medium Risk
26,2024,0.84,0.96,0.95,0.93,0.92,0.2,376,11,0.91,High,0.2090673111349803,0.1931804511278196,Low Risk,Low Risk
79,2022,0.56,0.64,0.77,0.66,0.78,0.17,174,16,0.66,Medium,0.5521374865735768,0.5592962406015038,Medium Risk,Medium Risk
12,2021,0.75,0.49,0.77,0.63,0.56,0.41,328,12,0.65,Medium,0.6088990332975295,0.5820293233082707,Medium Risk,Medium Risk
7,2024,0.98,0.84,0.85,0.94,0.38,0.71,179,0,0.85,High,0.334421768707483,0.28314285714285725,Medium Risk,Low Risk
80,2025,0.54,0.78,0.6,0.66,0.96,0.92,52,17,0.67,Medium,0.6493841747225205,0.6141879699248121,Medium Risk,Medium Risk
43,2021,0.53,0.59,0.82,0.74,0.4,0.6,277,16,0.62,Medium,0.6662871464375224,0.6620819548872181,High Risk,High Risk
97,2022,0.98,0.79,0.78,0.97,0.71,0.53,111,16,0.86,High,0.38285177228786255,0.32719624060150376,Medium Risk,Low Risk
64,2023,0.86,0.51,0.55,0.95,0.54,0.68,327,0,0.69,Medium,0.48268707482993195,0.49278571428571427,Medium Risk,Medium Risk
75,2022,0.81,0.62,0.54,0.68,0.68,0.21,146,16,0.68,Medium,0.5905728607232366,0.545381954887218,Medium Risk,Medium Risk
88,2025,0.89,0.64,0.62,0.92,0.54,0.11,355,15,0.74,High,0.4676799140708914,0.4454616541353383,Medium Risk,Medium Risk
94,2022,0.82,0.73,0.94,0.82,0.67,0.2,261,4,0.81,High,0.3084425349087003,0.3084383458646617,Low Risk,Low Risk
45,2022,0.44,0.93,0.56,0.6,0.65,0.58,96,10,0.63,Medium,0.6289974937343359,0.6005315789473684,Medium Risk,Medium Risk
9,2025,0.48,0.68,0.61,0.9,0.94,0.42,203,13,0.66,Medium,0.4994450411743645,0.553821052631579,Medium Risk,Medium Risk
92,2021,0.61,0.69,0.68,0.96,0.7,0.76,226,2,0.71,High,0.44394915861081274,0.4837977443609023,Medium Risk,Medium Risk
49,2022,0.55,0.88,0.97,0.85,0.82,0.81,238,0,0.79,High,0.33499999999999996,0.3626571428571429,Medium Risk,Medium Risk
49,2021,0.58,0.8,0.73,0.9,0.55,0.63,385,6,0.71,High,0.4731399928392409,0.4874932330827068,Medium Risk,Medium Risk
78,2023,0.38,0.76,0.74,0.61,0.57,0.11,117,10,0.6,Medium,0.5759022556390977,0.5999458646616542,Medium Risk,Medium Risk
2,2024,0.63,0.94,0.76,0.88,0.48,0.45,331,15,0.76,High,0.48441460794844254,0.455775939849624,Medium Risk,Medium Risk
100,2022,0.32,0.61,0.67,0.76,0.4,0.74,325,13,0.54,Medium,0.7375402792696025,0.7692924812030075,High Risk,High Risk
3,2024,0.79,0.91,0.71,0.72,0.96,0.52,241,3,0.81,High,0.35214822771213755,0.31797518796992486,Medium Risk,Low Risk
22,2022,0.53,0.89,0.8,0.76,0.63,0.85,311,19,0.72,High,0.6047619047619046,0.5629285714285714,Medium Risk,Medium Risk
27,2025,0.36,0.87,0.92,0.67,0.6,0.17,72,4,0.67,Medium,0.43827246688148935,0.48006691729323314,Medium Risk,Medium Risk
9,2023,0.44,0.53,0.52,0.73,0.69,0.86,430,2,0.55,Medium,0.6609219477264592,0.7045406015037594,High Risk,High Risk
14,2022,0.95,0.72,0.63,0.62,0.81,0.12,495,18,0.76,High,0.5095560329394916,0.42607969924812034,Medium Risk,Medium Risk
1,2024,0.34,0.5,0.85,0.88,0.93,0.58,68,1,0.62,Medium,0.44411743644826346,0.5668345864661652,Medium Risk,Medium Risk
12,2021,0.8,0.51,0.66,0.79,0.32,0.25,51,7,0.65,Medium,0.5567472252058717,0.5477421052631578,Medium Risk,Medium Risk
11,2024,0.66,0.52,0.9,0.67,0.36,0.44,63,15,0.64,Medium,0.6363533834586466,0.6146616541353385,Medium Risk,Medium Risk
54,2022,0.49,0.73,0.67,0.97,0.95,0.5,178,5,0.7,Medium,0.39259398496240605,0.46718721804511276,Medium Risk,Medium Risk
38,2025,0.63,0.6,0.96,0.6,0.69,0.74,457,18,0.69,Medium,0.6293519513068386,0.5905654135338346,Medium Risk,Medium Risk
10,2025,0.66,0.77,0.62,0.79,0.6,0.07,362,19,0.69,Medium,0.5422108843537414,0.5223,Medium Risk,Medium Risk
96,2024,0.47,0.52,0.75,0.91,0.34,0.58,380,1,0.59,Medium,0.5510902255639097,0.6224060150375941,Medium Risk,Medium Risk
57,2024,0.6,0.63,0.86,0.82,0.96,0.25,224,0,0.73,High,0.3178911564625851,0.38747142857142863,Low Risk,Medium Risk
98,2024,0.61,0.75,0.79,0.73,0.52,0.11,221,9,0.69,Medium,0.4768868600071608,0.4803255639097744,Medium Risk,Medium Risk
87,2024,1.0,0.92,0.78,0.81,0.5,0.52,91,18,0.86,High,0.4614267812388112,0.34850827067669166,Medium Risk,Medium Risk
82,2025,0.5,0.52,0.63,0.67,0.37,0.42,441,17,0.54,Medium,0.7562889366272826,0.7535308270676693,High Risk,High Risk
